x,ini,rec
4.498115535886462735e-02,0.000000000000000000e+00,3.234880373835011258e-02
-6.317544828561867387e-01,0.000000000000000000e+00,3.234880373835011258e-02
6.366071445327972089e-01,0.000000000000000000e+00,3.234880373835011258e-02
5.833719877610342719e-01,0.000000000000000000e+00,3.234880373835011258e-02
1.558137507577171066e+00,0.000000000000000000e+00,3.234880373835011258e-02
9.468995241884123892e-01,0.000000000000000000e+00,3.234880373835011258e-02
-1.225849929332295946e-01,0.000000000000000000e+00,3.234880373835011258e-02
9.640459878949558803e-02,0.000000000000000000e+00,3.234880373835011258e-02
1.231905490379749946e-01,0.000000000000000000e+00,3.234880373835011258e-02
-4.636348873109721880e-01,0.000000000000000000e+00,3.234880373835011258e-02
2.722944394791219080e-01,0.000000000000000000e+00,3.234880373835011258e-02
8.710159199510145722e-01,0.000000000000000000e+00,3.234880373835011258e-02
-1.024509994718478950e-01,0.000000000000000000e+00,3.234880373835011258e-02
1.707097352050372108e-01,0.000000000000000000e+00,3.234880373835011258e-02
-3.585377187341796112e-01,0.000000000000000000e+00,3.234880373835011258e-02
-4.868866349672517080e-01,0.000000000000000000e+00,3.234880373835011258e-02
4.769286190845323792e-01,0.000000000000000000e+00,3.234880373835011258e-02
3.105957770140039265e-01,0.000000000000000000e+00,3.234880373835011258e-02
4.239492948757535989e-02,0.000000000000000000e+00,3.234880373835011258e-02
-5.077989609941685467e-01,0.000000000000000000e+00,3.234880373835011258e-02
-1.972596977429126874e-01,0.000000000000000000e+00,3.234880373835011258e-02
-4.172912587655643879e-01,1.075710515137403983e-01,3.234880373835011258e-02
-5.614671597051978935e-01,1.075710515137403983e-01,3.234880373835011258e-02
1.331910027542501096e-01,1.075710515137403983e-01,3.234880373835011258e-02
-4.496975716797482203e-01,1.075710515137403983e-01,3.234880373835011258e-02
-7.932493719760939088e-01,1.075710515137403983e-01,3.234880373835011258e-02
3.547378136998379228e-01,1.075710515137403983e-01,3.234880373835011258e-02
-8.331542323434005803e-01,1.075710515137403983e-01,3.234880373835011258e-02
-1.701650770193935125e-01,1.075710515137403983e-01,3.234880373835011258e-02
5.191281063659158174e-02,1.075710515137403983e-01,3.234880373835011258e-02
-9.373560114514182251e-01,1.075710515137403983e-01,3.234880373835011258e-02
-7.040893888490795671e-01,1.075710515137403983e-01,3.234880373835011258e-02
-1.202095016025900021e-01,1.075710515137403983e-01,3.234880373835011258e-02
-7.454123802541899879e-01,1.075710515137403983e-01,3.234880373835011258e-02
1.418809625253343087e+00,1.075710515137403983e-01,3.234880373835011258e-02
8.696741541679527954e-01,1.075710515137403983e-01,3.234880373835011258e-02
3.422336271603937941e-01,1.075710515137403983e-01,3.234880373835011258e-02
7.134869907430710922e-01,1.075710515137403983e-01,3.234880373835011258e-02
1.800735275735179108e-01,1.075710515137403983e-01,3.234880373835011258e-02
9.201003318598595104e-01,1.075710515137403983e-01,3.234880373835011258e-02
5.953291492949037700e-01,1.075710515137403983e-01,3.234880373835011258e-02
-4.687219852030491962e-01,1.075710515137403983e-01,3.234880373835011258e-02
4.578168468208342889e-01,1.075710515137403983e-01,3.234880373835011258e-02
9.492868843596167228e-01,1.075710515137403983e-01,3.234880373835011258e-02
-4.145783903450417918e-01,1.075710515137403983e-01,3.234880373835011258e-02
1.549048556803092058e+00,1.075710515137403983e-01,3.234880373835011258e-02
1.790003586716505946e-01,1.075710515137403983e-01,3.234880373835011258e-02
4.150587793603351949e-01,1.075710515137403983e-01,3.234880373835011258e-02
1.213282098418386967e+00,1.075710515137403983e-01,3.234880373835011258e-02
-8.124463464978040061e-01,1.075710515137403983e-01,3.234880373835011258e-02
-2.042248577838021995e-01,1.075710515137403983e-01,3.234880373835011258e-02
1.093727536551990953e+00,1.075710515137403983e-01,3.234880373835011258e-02
-5.666284148103256646e-01,1.075710515137403983e-01,3.234880373835011258e-02
5.525220387642328923e-01,1.075710515137403983e-01,3.234880373835011258e-02
-6.622794374260341232e-01,1.075710515137403983e-01,3.234880373835011258e-02
-5.548863035295870105e-01,1.075710515137403983e-01,3.234880373835011258e-02
-1.665127398567209926e-01,1.075710515137403983e-01,3.234880373835011258e-02
-1.247910719694260040e+00,1.075710515137403983e-01,3.234880373835011258e-02
-4.108322437771262936e-01,1.075710515137403983e-01,3.234880373835011258e-02
4.878561850348014928e-01,1.075710515137403983e-01,3.234880373835011258e-02
-1.767409343118178100e+00,1.075710515137403983e-01,3.234880373835011258e-02
-3.772542650429787092e-01,1.075710515137403983e-01,3.234880373835011258e-02
-5.714030763344343233e-01,1.075710515137403983e-01,3.234880373835011258e-02
4.546318134960001811e-01,1.075710515137403983e-01,3.234880373835011258e-02
2.262308981992365020e-01,1.075710515137403983e-01,3.234880373835011258e-02
-6.705136845158490289e-01,1.075710515137403983e-01,3.234880373835011258e-02
6.736643102932542149e-02,1.075710515137403983e-01,3.234880373835011258e-02
-2.017113049202683972e-01,1.075710515137403983e-01,3.234880373835011258e-02
1.623993844239139062e+00,1.075710515137403983e-01,3.234880373835011258e-02
8.255200268237561367e-01,1.075710515137403983e-01,3.234880373835011258e-02
1.075125356848178004e+00,1.075710515137403983e-01,3.234880373835011258e-02
1.181934173365030948e-02,1.075710515137403983e-01,3.234880373835011258e-02
-1.352918519267011010e+00,1.075710515137403983e-01,3.234880373835011258e-02
-8.781845889192977372e-01,1.075710515137403983e-01,3.234880373835011258e-02
-1.016032793915119026e+00,1.075710515137403983e-01,3.234880373835011258e-02
5.563117792390993577e-01,1.075710515137403983e-01,3.234880373835011258e-02
2.262317711760072070e-01,1.075710515137403983e-01,3.234880373835011258e-02
6.719180606202982409e-01,1.075710515137403983e-01,3.234880373835011258e-02
1.136289969177445958e+00,3.955584337473198875e-02,3.234880373835011258e-02
7.253039686209746817e-01,3.955584337473198875e-02,3.234880373835011258e-02
9.383855755515919661e-01,3.955584337473198875e-02,3.234880373835011258e-02
3.560298559861563850e-01,3.955584337473198875e-02,3.234880373835011258e-02
-5.721192603483141736e-01,3.955584337473198875e-02,3.234880373835011258e-02
1.465658630992350941e+00,3.955584337473198875e-02,3.234880373835011258e-02
-7.812274698068566448e-01,3.955584337473198875e-02,3.234880373835011258e-02
-1.369171471748765967e+00,3.955584337473198875e-02,3.234880373835011258e-02
-6.365352742176090262e-01,3.955584337473198875e-02,3.234880373835011258e-02
1.187649444733527959e+00,3.955584337473198875e-02,3.234880373835011258e-02
1.681345056655715098e+00,3.955584337473198875e-02,3.234880373835011258e-02
-7.785994246143085329e-01,3.955584337473198875e-02,3.234880373835011258e-02
-6.717039521994443430e-01,3.955584337473198875e-02,3.234880373835011258e-02
-4.498324110592121783e-01,3.955584337473198875e-02,3.234880373835011258e-02
9.013156182741604017e-01,3.955584337473198875e-02,3.234880373835011258e-02
-1.147540577932328054e-02,3.955584337473198875e-02,3.234880373835011258e-02
1.111556725125852907e+00,3.955584337473198875e-02,3.234880373835011258e-02
3.351759707210297812e-01,3.955584337473198875e-02,3.234880373835011258e-02
8.347126104210049746e-01,3.955584337473198875e-02,3.234880373835011258e-02
-1.064086299597174046e+00,3.955584337473198875e-02,3.234880373835011258e-02
-5.586939827620073240e-01,3.955584337473198875e-02,3.234880373835011258e-02
6.056972514897553950e-01,3.955584337473198875e-02,3.234880373835011258e-02
-9.043789015667389464e-01,3.955584337473198875e-02,3.234880373835011258e-02
-2.031362570744945917e-01,3.955584337473198875e-02,3.234880373835011258e-02
6.276282784746156640e-01,3.955584337473198875e-02,3.234880373835011258e-02
-2.485166106683302928e-02,3.955584337473198875e-02,3.234880373835011258e-02
8.883579095656987112e-01,3.955584337473198875e-02,3.234880373835011258e-02
5.870244731653549985e-01,3.955584337473198875e-02,3.234880373835011258e-02
-1.865201589954328942e-01,3.955584337473198875e-02,3.234880373835011258e-02
-6.608600530103007076e-01,3.955584337473198875e-02,3.234880373835011258e-02
-2.795034167582097218e-01,3.955584337473198875e-02,3.234880373835011258e-02
-4.438962410773644729e-01,3.955584337473198875e-02,3.234880373835011258e-02
-4.651295842007843184e-01,3.955584337473198875e-02,3.234880373835011258e-02
6.138274729346090280e-02,3.955584337473198875e-02,3.234880373835011258e-02
-6.008252962860818197e-02,3.955584337473198875e-02,3.234880373835011258e-02
5.870442630072699730e-01,3.955584337473198875e-02,3.234880373835011258e-02
7.155003146557203930e-02,3.955584337473198875e-02,3.234880373835011258e-02
2.721984613065348002e-01,3.955584337473198875e-02,3.234880373835011258e-02
2.941080365397973906e-01,3.955584337473198875e-02,3.234880373835011258e-02
-2.057695448911105895e+00,3.955584337473198875e-02,3.234880373835011258e-02
7.978637050884015425e-01,3.955584337473198875e-02,3.234880373835011258e-02
-2.653767229302180786e-01,3.955584337473198875e-02,3.234880373835011258e-02
8.983316979764006671e-01,3.955584337473198875e-02,3.234880373835011258e-02
1.725088500694657023e-01,3.955584337473198875e-02,3.234880373835011258e-02
-5.630443339328786712e-01,3.955584337473198875e-02,3.234880373835011258e-02
3.352966429681402127e-01,3.955584337473198875e-02,3.234880373835011258e-02
-1.276840201871149993e-01,3.955584337473198875e-02,3.234880373835011258e-02
4.940527409267633785e-01,3.955584337473198875e-02,3.234880373835011258e-02
-1.262631764116020960e+00,3.955584337473198875e-02,3.234880373835011258e-02
-1.646842028278896919e+00,3.955584337473198875e-02,3.234880373835011258e-02
-1.349851164013865068e+00,3.955584337473198875e-02,3.234880373835011258e-02
-2.286903801785696022e-01,3.955584337473198875e-02,3.234880373835011258e-02
-8.048175930826312330e-01,3.955584337473198875e-02,3.234880373835011258e-02
1.792309038490811079e-01,3.955584337473198875e-02,3.234880373835011258e-02
3.958969707593945064e-01,3.955584337473198875e-02,3.234880373835011258e-02
-1.271634384733008938e+00,3.955584337473198875e-02,3.234880373835011258e-02
-5.076444005693498962e-01,3.955584337473198875e-02,3.234880373835011258e-02
-1.328495076481945036e-01,3.955584337473198875e-02,3.234880373835011258e-02
-1.108353256558564981e+00,3.955584337473198875e-02,3.234880373835011258e-02
-1.573254244235036958e-01,3.955584337473198875e-02,3.234880373835011258e-02
2.539622336680241732e-01,3.955584337473198875e-02,3.234880373835011258e-02
7.643219705856744151e-01,3.955584337473198875e-02,3.234880373835011258e-02
6.613895460452642316e-01,3.955584337473198875e-02,3.234880373835011258e-02
-1.482438850356211091e-01,3.955584337473198875e-02,3.234880373835011258e-02
9.240109471910371575e-01,3.955584337473198875e-02,3.234880373835011258e-02
5.446900116395118063e-01,3.955584337473198875e-02,3.234880373835011258e-02
-2.895999246563262797e-01,3.955584337473198875e-02,3.234880373835011258e-02
-1.045560728518309057e+00,3.955584337473198875e-02,3.234880373835011258e-02
-1.202060845184556026e+00,3.955584337473198875e-02,3.234880373835011258e-02
-1.164574473783670960e+00,3.955584337473198875e-02,3.234880373835011258e-02
-1.304475586407576992e+00,3.955584337473198875e-02,3.234880373835011258e-02
2.405544007129485906e-01,3.955584337473198875e-02,3.234880373835011258e-02
4.396814786715445011e-01,3.955584337473198875e-02,3.234880373835011258e-02
-1.780136901208065003e+00,3.955584337473198875e-02,3.234880373835011258e-02
6.141078598377759379e-01,3.955584337473198875e-02,3.234880373835011258e-02
6.260174649891403487e-01,3.955584337473198875e-02,3.234880373835011258e-02
3.061426030585991942e-01,3.955584337473198875e-02,3.234880373835011258e-02
2.467972953549479875e-01,3.955584337473198875e-02,3.234880373835011258e-02
-9.593862973866875699e-01,3.955584337473198875e-02,3.234880373835011258e-02
8.642757145395647544e-01,3.955584337473198875e-02,3.234880373835011258e-02
5.736416692971372244e-01,3.955584337473198875e-02,3.234880373835011258e-02
3.859703899489063117e-01,3.955584337473198875e-02,3.234880373835011258e-02
1.008935997096120918e+00,3.955584337473198875e-02,3.234880373835011258e-02
6.020148525465058853e-01,3.955584337473198875e-02,3.234880373835011258e-02
-8.181200341469414550e-01,3.955584337473198875e-02,3.234880373835011258e-02
1.323840973010750877e-01,3.955584337473198875e-02,3.234880373835011258e-02
-1.257834334053544945e+00,3.955584337473198875e-02,3.234880373835011258e-02
-1.177768167684910994e+00,3.955584337473198875e-02,3.234880373835011258e-02
7.631273713774087142e-01,3.955584337473198875e-02,3.234880373835011258e-02
-3.423972367592494764e-02,3.955584337473198875e-02,3.234880373835011258e-02
-5.173708359415166713e-01,3.955584337473198875e-02,3.234880373835011258e-02
2.967864558206729231e-01,3.955584337473198875e-02,3.234880373835011258e-02
-7.397258197457408091e-01,3.955584337473198875e-02,3.234880373835011258e-02
-1.479609783215720897e+00,3.955584337473198875e-02,3.234880373835011258e-02
7.596341979960637980e-01,3.955584337473198875e-02,3.234880373835011258e-02
9.466017872225077623e-01,3.955584337473198875e-02,3.234880373835011258e-02
4.778500366716669778e-01,3.955584337473198875e-02,3.234880373835011258e-02
-2.907412399447507068e-01,3.955584337473198875e-02,3.234880373835011258e-02
-2.156036786853554155e+00,3.955584337473198875e-02,3.234880373835011258e-02
8.889721591300759895e-01,3.955584337473198875e-02,3.234880373835011258e-02
1.369145462488253973e+00,3.955584337473198875e-02,3.234880373835011258e-02
-5.624623683300179477e-01,3.955584337473198875e-02,3.234880373835011258e-02
-1.211468507136689965e+00,3.955584337473198875e-02,3.234880373835011258e-02
-1.448860614541445990e+00,3.955584337473198875e-02,3.234880373835011258e-02
7.281917075396264760e-01,3.955584337473198875e-02,3.234880373835011258e-02
-1.165570197246770023e+00,3.955584337473198875e-02,3.234880373835011258e-02
1.192737279047592969e+00,3.955584337473198875e-02,3.234880373835011258e-02
-2.140413580341288036e+00,3.955584337473198875e-02,3.234880373835011258e-02
1.104133732867751926e-02,3.955584337473198875e-02,3.234880373835011258e-02
3.112679565491652811e-01,3.955584337473198875e-02,3.234880373835011258e-02
-4.495068420744611770e-01,3.955584337473198875e-02,3.234880373835011258e-02
4.258142499567261208e-01,3.955584337473198875e-02,3.234880373835011258e-02
-9.663653780857575093e-01,3.955584337473198875e-02,3.234880373835011258e-02
1.011710724126928973e+00,3.955584337473198875e-02,3.234880373835011258e-02
7.213785316729275088e-02,3.955584337473198875e-02,3.234880373835011258e-02
6.754090946504867077e-01,3.955584337473198875e-02,3.234880373835011258e-02
5.049449593750788834e-01,3.955584337473198875e-02,3.234880373835011258e-02
2.499289596474323083e-01,3.955584337473198875e-02,3.234880373835011258e-02
-4.294149398683437258e-01,3.955584337473198875e-02,3.234880373835011258e-02
3.894417781947058788e-01,3.955584337473198875e-02,3.234880373835011258e-02
-1.383764460229263138e-01,3.955584337473198875e-02,3.234880373835011258e-02
-2.987765707167053253e-01,3.955584337473198875e-02,3.234880373835011258e-02
-6.372902230060141227e-01,3.955584337473198875e-02,3.234880373835011258e-02
1.183383740954446983e+00,3.955584337473198875e-02,3.234880373835011258e-02
8.028191873605519668e-02,3.955584337473198875e-02,3.234880373835011258e-02
-6.764937702008840814e-01,3.955584337473198875e-02,3.234880373835011258e-02
-1.165740287840512091e+00,3.955584337473198875e-02,3.234880373835011258e-02
1.306249760692739015e+00,3.955584337473198875e-02,3.234880373835011258e-02
3.905687789909358942e-01,3.955584337473198875e-02,3.234880373835011258e-02
-3.676533946768552052e-01,3.955584337473198875e-02,3.234880373835011258e-02
1.170099593143636985e-01,3.955584337473198875e-02,3.234880373835011258e-02
1.068362808460358027e+00,3.955584337473198875e-02,3.234880373835011258e-02
-3.339281511086585885e-01,3.955584337473198875e-02,3.234880373835011258e-02
-6.589879988808594602e-01,3.955584337473198875e-02,3.234880373835011258e-02
5.641042371540562206e-01,3.955584337473198875e-02,3.234880373835011258e-02
1.017029219133197993e+00,3.955584337473198875e-02,3.234880373835011258e-02
-6.445884299588028332e-01,3.955584337473198875e-02,3.234880373835011258e-02
1.374636736470871978e-01,3.955584337473198875e-02,3.234880373835011258e-02
-9.443371528982544283e-03,3.955584337473198875e-02,3.234880373835011258e-02
-1.039423401444063089e+00,3.955584337473198875e-02,3.234880373835011258e-02
1.304016098834041015e+00,3.955584337473198875e-02,3.234880373835011258e-02
1.108001981451183005e+00,3.955584337473198875e-02,3.234880373835011258e-02
5.661647415392120214e-02,3.955584337473198875e-02,3.234880373835011258e-02
-2.444865365964153936e-01,3.955584337473198875e-02,3.234880373835011258e-02
1.401224130345830876e-01,3.955584337473198875e-02,3.234880373835011258e-02
-2.454922623161198969e-01,3.955584337473198875e-02,3.234880373835011258e-02
-5.000303306919114954e-01,3.955584337473198875e-02,3.234880373835011258e-02
1.019102968173577928e+00,3.955584337473198875e-02,3.234880373835011258e-02
4.479978312359680914e-01,3.955584337473198875e-02,3.234880373835011258e-02
-1.647813407052433066e-01,3.955584337473198875e-02,3.234880373835011258e-02
-5.135215189440770489e-01,3.955584337473198875e-02,3.234880373835011258e-02
-1.801041835503446875e-01,3.955584337473198875e-02,3.234880373835011258e-02
8.614197979857676213e-01,3.955584337473198875e-02,3.234880373835011258e-02
2.867388791181962882e-01,3.955584337473198875e-02,3.234880373835011258e-02
1.244434974921744042e+00,3.955584337473198875e-02,3.234880373835011258e-02
9.094873089509384334e-01,3.955584337473198875e-02,3.234880373835011258e-02
-6.731854248321856860e-01,3.955584337473198875e-02,3.234880373835011258e-02
1.803075934144763096e-02,3.955584337473198875e-02,3.234880373835011258e-02
6.372673795491426985e-01,3.955584337473198875e-02,3.234880373835011258e-02
1.171767173275753082e+00,3.955584337473198875e-02,3.234880373835011258e-02
5.379201159699817936e-01,3.955584337473198875e-02,3.234880373835011258e-02
-8.089737977948839864e-01,3.955584337473198875e-02,3.234880373835011258e-02
-8.941935249084999038e-01,3.955584337473198875e-02,3.234880373835011258e-02
-1.231074549952078101e+00,3.955584337473198875e-02,3.234880373835011258e-02
-5.719326066143750609e-01,3.955584337473198875e-02,3.234880373835011258e-02
-1.330487742916155014e+00,3.955584337473198875e-02,3.234880373835011258e-02
1.257474426869148010e+00,3.955584337473198875e-02,3.234880373835011258e-02
3.001701648666417754e-01,3.955584337473198875e-02,3.234880373835011258e-02
-3.654615400588470120e-01,3.955584337473198875e-02,3.234880373835011258e-02
-2.654796971755937762e-01,3.955584337473198875e-02,3.234880373835011258e-02
-5.728161131922968607e-01,3.955584337473198875e-02,3.234880373835011258e-02
-6.099196445028465252e-01,3.955584337473198875e-02,3.234880373835011258e-02
6.067778786223827076e-02,3.955584337473198875e-02,3.234880373835011258e-02
1.304327645443889017e-01,3.955584337473198875e-02,3.234880373835011258e-02
1.136952552900438063e+00,3.955584337473198875e-02,3.234880373835011258e-02
-1.043893085230100048e+00,3.955584337473198875e-02,3.234880373835011258e-02
7.728519309849903873e-01,3.955584337473198875e-02,3.234880373835011258e-02
-5.503456912655290134e-01,3.955584337473198875e-02,3.234880373835011258e-02
-5.149229320387809228e-01,3.955584337473198875e-02,3.234880373835011258e-02
1.724383475289152035e+00,3.955584337473198875e-02,3.234880373835011258e-02
2.682760275844304210e-01,3.955584337473198875e-02,3.234880373835011258e-02
-5.350860701215648385e-01,3.955584337473198875e-02,3.234880373835011258e-02
2.230692358251765040e+00,3.955584337473198875e-02,3.234880373835011258e-02
5.746010239734880010e-01,3.955584337473198875e-02,3.234880373835011258e-02
-2.418611781704981922e+00,-1.021984299678855956e+00,-1.053741994054699704e+00
-6.119874754946705853e-01,-1.021984299678855956e+00,-1.053741994054699704e+00
-2.571537660287599003e+00,-1.021984299678855956e+00,-1.053741994054699704e+00
-1.081071122655284933e+00,-1.021984299678855956e+00,-1.053741994054699704e+00
-9.949437779020673389e-01,-1.021984299678855956e+00,-1.053741994054699704e+00
-7.878414611484870766e-01,-1.021984299678855956e+00,-1.053741994054699704e+00
-5.321593700607145649e-01,-1.021984299678855956e+00,-1.053741994054699704e+00
-9.476338842624119907e-02,-1.021984299678855956e+00,-1.053741994054699704e+00
-1.412497579926913938e+00,-1.021984299678855956e+00,-1.053741994054699704e+00
-8.781405618040124539e-01,-1.021984299678855956e+00,-1.053741994054699704e+00
-8.212644329394412912e-01,-1.021984299678855956e+00,-1.053741994054699704e+00
-4.560512610163842129e-01,-1.021984299678855956e+00,-1.053741994054699704e+00
-9.031787746648104465e-01,-1.021984299678855956e+00,-1.053741994054699704e+00
-1.461107407769286048e+00,-1.021984299678855956e+00,-1.053741994054699704e+00
-1.027473467008376939e+00,-1.021984299678855956e+00,-1.053741994054699704e+00
-6.216941683843263400e-01,-1.021984299678855956e+00,-1.053741994054699704e+00
-2.613550927986771910e-01,-1.021984299678855956e+00,-1.053741994054699704e+00
-7.401980655676125842e-01,-1.021984299678855956e+00,-1.053741994054699704e+00
-1.561344123949448992e+00,-1.021984299678855956e+00,-1.053741994054699704e+00
-6.085888316573647705e-01,-1.021984299678855956e+00,-1.053741994054699704e+00
-1.030177587590660915e+00,-1.021984299678855956e+00,-1.053741994054699704e+00
-1.396049379242251920e+00,-1.021984299678855956e+00,-1.053741994054699704e+00
-5.123453720481169205e-01,-1.021984299678855956e+00,-1.053741994054699704e+00
-5.385229343304736016e-01,-1.021984299678855956e+00,-1.053741994054699704e+00
-1.489994313716690000e+00,-1.021984299678855956e+00,-1.053741994054699704e+00
-6.422120703214448945e-01,-1.021984299678855956e+00,-1.053741994054699704e+00
-7.754726705163709211e-01,-1.021984299678855956e+00,-1.053741994054699704e+00
-9.207680970408407828e-02,-1.021984299678855956e+00,-1.053741994054699704e+00
-1.347604301255030945e+00,-1.021984299678855956e+00,-1.053741994054699704e+00
7.825122640252323292e-01,1.658371915102070104e-01,2.314631478729754499e-01
-1.296034984657274958e+00,1.658371915102070104e-01,2.314631478729754499e-01
4.069917297389624156e-01,1.658371915102070104e-01,2.314631478729754499e-01
2.155201366251212058e-01,1.658371915102070104e-01,2.314631478729754499e-01
9.504027681061892885e-01,1.658371915102070104e-01,2.314631478729754499e-01
-6.174813070857331221e-01,1.658371915102070104e-01,2.314631478729754499e-01
-5.205642601227618016e-01,1.658371915102070104e-01,2.314631478729754499e-01
8.149647591978749217e-01,1.658371915102070104e-01,2.314631478729754499e-01
-4.123116316627929989e-01,1.658371915102070104e-01,2.314631478729754499e-01
