"index","profile.id","chromosome","min","max","annotation"
"77","135","11",53700000,135006516,"normal"
"78","320","11",53700000,135006516,"normal"
"79","41","11",53700000,135006516,"normal"
"80","538","11",53700000,135006516,"normal"
"81","396","11",53700000,135006516,"normal"
"82","298","11",53700000,135006516,"normal"
"83","520","11",53700000,135006516,"normal"
"84","533","11",53700000,135006516,"normal"
"85","483","11",53700000,135006516,"normal"
"86","485","11",53700000,135006516,"normal"
"87","339","11",53700000,135006516,"normal"
"88","558","11",53700000,135006516,"normal"
"89","552","11",53700000,135006516,"normal"
"90","408","11",53700000,135006516,"normal"
"91","556","11",53700000,135006516,"normal"
"92","414","11",53700000,135006516,"normal"
"93","539","11",53700000,135006516,"normal"
"94","532","11",53700000,135006516,"normal"
"95","296","11",53700000,135006516,"normal"
"96","399","11",53700000,135006516,"normal"
"97","346","11",53700000,135006516,"normal"
"98","554","11",53700000,135006516,"normal"
"99","401","11",53700000,135006516,"normal"
"100","540","11",53700000,135006516,"normal"
"101","359","11",53700000,135006516,"normal"
"102","597","11",53700000,135006516,"normal"
"103","358","11",53700000,135006516,"normal"
"104","525","11",53700000,135006516,"normal"
"105","530","11",53700000,135006516,"normal"
"106","170","11",53700000,135006516,"normal"
"107","186","11",53700000,135006516,"normal"
"108","542","11",53700000,135006516,"normal"
"109","391","11",53700000,135006516,"normal"
"110","528","11",53700000,135006516,"normal"
"111","478","11",53700000,135006516,"normal"
"112","178","11",53700000,135006516,"normal"
"113","165","11",53700000,135006516,"normal"
"114","251","11",53700000,135006516,"normal"
"115","319","11",53700000,135006516,"normal"
"116","451","11",53700000,135006516,"normal"
"118","529","11",53700000,135006516,"normal"
"119","411","11",53700000,135006516,"normal"
"120","531","11",53700000,135006516,"normal"
"121","229","11",53700000,135006516,"normal"
"122","560","11",53700000,135006516,"normal"
"123","527","11",53700000,135006516,"normal"
"124","523","11",53700000,135006516,"normal"
"126","477","11",53700000,135006516,"normal"
"127","418","11",53700000,135006516,"normal"
"128","413","11",53700000,135006516,"normal"
"129","535","11",53700000,135006516,"normal"
"130","557","11",53700000,135006516,"normal"
"131","596","11",53700000,135006516,"normal"
"132","481","11",53700000,135006516,"normal"
"133","541","11",53700000,135006516,"normal"
"134","534","11",53700000,135006516,"normal"
"135","537","11",53700000,135006516,"normal"
"136","397","11",53700000,135006516,"normal"
"137","526","11",53700000,135006516,"normal"
"138","536","11",53700000,135006516,"normal"
"139","122","11",53700000,135006516,"normal"
"140","559","11",53700000,135006516,"normal"
"141","338","11",53700000,135006516,"normal"
"142","551","11",53700000,135006516,"normal"
"143","543","11",53700000,135006516,"normal"
"144","524","11",53700000,135006516,"normal"
"145","390","11",53700000,135006516,"normal"
"146","308","11",53700000,135006516,"normal"
"147","355","11",53700000,135006516,"normal"
"148","415","11",53700000,135006516,"normal"
"149","515","11",53700000,135006516,"normal"
"150","284","11",53700000,135006516,"normal"
"151","143","11",53700000,135006516,"normal"
"152","134","11",53700000,135006516,"normal"
"153","262","11",53700000,135006516,"normal"
"154","25","11",53700000,135006516,"normal"
"155","118","11",53700000,135006516,"normal"
"156","49","11",53700000,135006516,"normal"
"157","140","11",53700000,135006516,"normal"
"158","97","11",53700000,135006516,"normal"
"159","239","11",53700000,135006516,"breakpoint"
"160","85","11",53700000,135006516,"normal"
"161","169","11",53700000,135006516,"normal"
"162","498","11",53700000,135006516,"normal"
"163","26","11",53700000,135006516,"breakpoint"
"164","312","11",53700000,135006516,"breakpoint"
"165","137","11",53700000,135006516,"normal"
"166","360","11",53700000,135006516,"normal"
"167","130","11",53700000,135006516,"normal"
"168","139","11",53700000,135006516,"breakpoint"
"169","95","11",53700000,135006516,"breakpoint"
"170","132","11",53700000,135006516,"normal"
"171","34","11",53700000,135006516,"normal"
"172","43","11",53700000,135006516,"normal"
"173","16","11",53700000,135006516,"normal"
"174","158","11",53700000,135006516,"normal"
"175","492","11",53700000,135006516,"normal"
"176","283","11",53700000,135006516,"normal"
"177","70","11",53700000,135006516,"normal"
"178","458","11",53700000,135006516,"normal"
"179","455","11",53700000,135006516,"normal"
"180","459","11",53700000,135006516,"normal"
"181","460","11",53700000,135006516,"normal"
"182","449","11",53700000,135006516,"normal"
"183","242","11",53700000,135006516,"normal"
"184","438","11",53700000,135006516,"normal"
"185","425","11",53700000,135006516,"normal"
"186","62","11",53700000,135006516,"normal"
"187","445","11",53700000,135006516,"normal"
"188","193","11",53700000,135006516,"normal"
"189","99","11",53700000,135006516,"normal"
"190","48","11",53700000,135006516,"normal"
"191","264","11",53700000,135006516,"normal"
"192","286","11",53700000,135006516,"normal"
"193","197","11",53700000,135006516,"normal"
"194","187","11",53700000,135006516,"normal"
"195","444","11",53700000,135006516,"normal"
"196","265","11",53700000,135006516,"normal"
"197","302","11",53700000,135006516,"normal"
"198","295","11",53700000,135006516,"normal"
"199","389","11",53700000,135006516,"normal"
"200","269","11",53700000,135006516,"breakpoint"
"201","230","11",53700000,135006516,"normal"
"202","96","11",53700000,135006516,"normal"
"203","11","11",53700000,135006516,"normal"
"204","87","11",53700000,135006516,"breakpoint"
"205","63","11",53700000,135006516,"breakpoint"
"206","300","11",53700000,135006516,"normal"
"207","305","11",53700000,135006516,"normal"
"208","92","11",53700000,135006516,"breakpoint"
"209","267","11",53700000,135006516,"normal"
"210","379","11",53700000,135006516,"normal"
"211","290","11",53700000,135006516,"normal"
"212","291","11",53700000,135006516,"normal"
"213","304","11",53700000,135006516,"normal"
"214","299","11",53700000,135006516,"normal"
"215","10","11",53700000,135006516,"normal"
"216","24","11",53700000,135006516,"normal"
"217","100","11",53700000,135006516,"normal"
"218","366","11",53700000,135006516,"normal"
"219","199","11",53700000,135006516,"normal"
"220","369","11",53700000,135006516,"normal"
"221","219","11",53700000,135006516,"normal"
"222","238","11",53700000,135006516,"normal"
"223","198","11",53700000,135006516,"normal"
"224","208","11",53700000,135006516,"normal"
"225","301","11",53700000,135006516,"normal"
"226","436","11",53700000,135006516,"normal"
"227","210","11",53700000,135006516,"normal"
"228","117","11",53700000,135006516,"normal"
"229","214","11",53700000,135006516,"normal"
"230","133","11",53700000,135006516,"normal"
"231","15","11",53700000,135006516,"normal"
"232","330","11",53700000,135006516,"normal"
"233","274","11",53700000,135006516,"normal"
"234","287","11",53700000,135006516,"normal"
"235","289","11",53700000,135006516,"normal"
"236","101","11",53700000,135006516,"normal"
"237","332","11",53700000,135006516,"normal"
"238","14","11",53700000,135006516,"normal"
"239","249","11",53700000,135006516,"normal"
"240","232","11",53700000,135006516,"normal"
"241","323","11",53700000,135006516,"breakpoint"
"242","277","11",53700000,135006516,"breakpoint"
"243","106","11",53700000,135006516,"breakpoint"
"244","12","11",53700000,135006516,"breakpoint"
"245","189","11",53700000,135006516,"breakpoint"
"246","113","11",53700000,135006516,"breakpoint"
"247","57","11",53700000,135006516,"normal"
"248","18","11",53700000,135006516,"breakpoint"
"249","66","11",53700000,135006516,"normal"
"250","204","11",53700000,135006516,"breakpoint"
"251","314","11",53700000,135006516,"normal"
"252","44","11",53700000,135006516,"breakpoint"
"253","5","11",53700000,135006516,"breakpoint"
"254","112","11",53700000,135006516,"breakpoint"
"255","8","11",53700000,135006516,"breakpoint"
"256","81","11",53700000,135006516,"breakpoint"
"257","121","11",53700000,135006516,"breakpoint"
"258","270","11",53700000,135006516,"breakpoint"
"259","245","11",53700000,135006516,"breakpoint"
"260","173","11",53700000,135006516,"breakpoint"
"261","149","11",53700000,135006516,"breakpoint"
"262","114","11",53700000,135006516,"breakpoint"
"263","310","11",53700000,135006516,"breakpoint"
"264","91","11",53700000,135006516,"breakpoint"
"265","191","11",53700000,135006516,"breakpoint"
"266","188","11",53700000,135006516,"breakpoint"
"267","503","11",53700000,135006516,"breakpoint"
"268","40","11",53700000,135006516,"breakpoint"
"269","94","11",53700000,135006516,"breakpoint"
"270","248","11",53700000,135006516,"breakpoint"
"271","168","11",53700000,135006516,"breakpoint"
"272","234","11",53700000,135006516,"breakpoint"
"273","201","11",53700000,135006516,"breakpoint"
"274","20","11",53700000,135006516,"normal"
"275","220","11",53700000,135006516,"breakpoint"
"276","593","11",53700000,135006516,"breakpoint"
"277","594","11",53700000,135006516,"normal"
"278","194","11",53700000,135006516,"normal"
"279","209","11",53700000,135006516,"breakpoint"
"280","268","11",53700000,135006516,"normal"
"281","598","11",53700000,135006516,"normal"
"282","364","11",53700000,135006516,"normal"
"283","352","11",53700000,135006516,"breakpoint"
"284","555","11",53700000,135006516,"normal"
"285","592","11",53700000,135006516,"normal"
"286","247","11",53700000,135006516,"breakpoint"
"287","162","11",53700000,135006516,"normal"
"288","115","11",53700000,135006516,"breakpoint"
"289","155","11",53700000,135006516,"breakpoint"
"290","39","11",53700000,135006516,"breakpoint"
"291","29","11",53700000,135006516,"normal"
"292","103","11",53700000,135006516,"normal"
"293","182","11",53700000,135006516,"breakpoint"
"295","233","11",53700000,135006516,"normal"
"296","329","11",53700000,135006516,"normal"
"297","260","11",53700000,135006516,"normal"
"298","504","11",53700000,135006516,"normal"
"299","104","11",53700000,135006516,"normal"
"300","356","11",53700000,135006516,"breakpoint"
"301","226","11",53700000,135006516,"normal"
"302","68","11",53700000,135006516,"breakpoint"
"303","228","11",53700000,135006516,"normal"
"304","7","11",53700000,135006516,"normal"
"305","2","11",53700000,135006516,"normal"
"306","257","11",53700000,135006516,"normal"
"307","275","11",53700000,135006516,"normal"
"308","282","11",53700000,135006516,"normal"
"309","488","11",53700000,135006516,"normal"
"310","50","11",53700000,135006516,"breakpoint"
"311","145","11",53700000,135006516,"breakpoint"
"312","235","11",53700000,135006516,"breakpoint"
"313","150","11",53700000,135006516,"breakpoint"
"314","211","11",53700000,135006516,"breakpoint"
"315","128","11",53700000,135006516,"breakpoint"
"316","215","11",53700000,135006516,"normal"
"317","46","11",53700000,135006516,"breakpoint"
"318","400","11",53700000,135006516,"breakpoint"
"319","147","11",53700000,135006516,"breakpoint"
"320","77","11",53700000,135006516,"breakpoint"
"321","258","11",53700000,135006516,"normal"
"322","4","11",53700000,135006516,"breakpoint"
"323","331","11",53700000,135006516,"breakpoint"
"324","27","11",53700000,135006516,"normal"
"325","119","11",53700000,135006516,"breakpoint"
"326","123","11",53700000,135006516,"breakpoint"
"327","102","11",53700000,135006516,"normal"
"328","131","11",53700000,135006516,"breakpoint"
"329","172","11",53700000,135006516,"normal"
"330","28","11",53700000,135006516,"breakpoint"
"331","599","11",53700000,135006516,"normal"
"332","216","11",53700000,135006516,"breakpoint"
"333","316","11",53700000,135006516,"breakpoint"
"334","474","11",53700000,135006516,"breakpoint"
"335","591","11",53700000,135006516,"breakpoint"
"336","202","11",53700000,135006516,"breakpoint"
"337","482","11",53700000,135006516,"breakpoint"
"338","419","11",53700000,135006516,"breakpoint"
"339","508","11",53700000,135006516,"breakpoint"
"340","495","11",53700000,135006516,"normal"
"341","479","11",53700000,135006516,"breakpoint"
"342","30","11",53700000,135006516,"normal"
"343","217","11",53700000,135006516,"normal"
"344","136","11",53700000,135006516,"normal"
"345","6","11",53700000,135006516,"normal"
"346","175","11",53700000,135006516,"normal"
"347","124","11",53700000,135006516,"normal"
"348","325","11",53700000,135006516,"normal"
"349","572","11",53700000,135006516,"normal"
"350","409","11",53700000,135006516,"normal"
"351","337","11",53700000,135006516,"normal"
"352","348","11",53700000,135006516,"normal"
"353","583","11",53700000,135006516,"normal"
"354","395","11",53700000,135006516,"normal"
"355","423","11",53700000,135006516,"normal"
"356","196","11",53700000,135006516,"normal"
"357","218","11",53700000,135006516,"normal"
"358","205","11",53700000,135006516,"normal"
"359","166","11",53700000,135006516,"normal"
"360","468","11",53700000,135006516,"normal"
"361","353","11",53700000,135006516,"normal"
"362","576","11",53700000,135006516,"normal"
"363","602","11",53700000,135006516,"normal"
"364","476","11",53700000,135006516,"normal"
"365","574","11",53700000,135006516,"normal"
"366","567","11",53700000,135006516,"normal"
"367","424","11",53700000,135006516,"normal"
"368","507","11",53700000,135006516,"normal"
"369","519","11",53700000,135006516,"normal"
"370","206","11",53700000,135006516,"normal"
"371","154","11",53700000,135006516,"normal"
"372","141","11",53700000,135006516,"normal"
"373","72","11",53700000,135006516,"normal"
"374","54","11",53700000,135006516,"normal"
"375","127","11",53700000,135006516,"normal"
"376","212","11",53700000,135006516,"normal"
"377","327","11",53700000,135006516,"normal"
"378","440","11",53700000,135006516,"normal"
"379","324","11",53700000,135006516,"breakpoint"
"380","429","11",53700000,135006516,"breakpoint"
"381","9","11",53700000,135006516,"normal"
"382","261","11",53700000,135006516,"normal"
"383","252","11",53700000,135006516,"breakpoint"
"384","336","11",53700000,135006516,"normal"
"385","446","11",53700000,135006516,"breakpoint"
"386","244","11",53700000,135006516,"normal"
"387","371","11",53700000,135006516,"normal"
"388","144","11",53700000,135006516,"normal"
"389","378","11",53700000,135006516,"normal"
"390","51","11",53700000,135006516,"normal"
"391","13","11",53700000,135006516,"normal"
"392","45","11",53700000,135006516,"normal"
"393","32","11",53700000,135006516,"normal"
"394","74","11",53700000,135006516,"normal"
"395","21","11",53700000,135006516,"normal"
"396","78","11",53700000,135006516,"normal"
"397","142","11",53700000,135006516,"normal"
"398","93","11",53700000,135006516,"normal"
"399","19","11",53700000,135006516,"normal"
"400","223","11",53700000,135006516,"normal"
"401","255","11",53700000,135006516,"normal"
"402","321","11",53700000,135006516,"normal"
"403","278","11",53700000,135006516,"normal"
"404","246","11",53700000,135006516,"normal"
"405","448","11",53700000,135006516,"normal"
"406","373","11",53700000,135006516,"normal"
"407","427","11",53700000,135006516,"normal"
"408","163","11",53700000,135006516,"normal"
"409","447","11",53700000,135006516,"normal"
"410","177","11",53700000,135006516,"normal"
"411","442","11",53700000,135006516,"normal"
"412","428","11",53700000,135006516,"normal"
"413","456","11",53700000,135006516,"normal"
"414","443","11",53700000,135006516,"normal"
"415","430","11",53700000,135006516,"normal"
"416","171","11",53700000,135006516,"normal"
"417","240","11",53700000,135006516,"normal"
"418","263","11",53700000,135006516,"normal"
"419","241","11",53700000,135006516,"normal"
"420","259","11",53700000,135006516,"normal"
"421","432","11",53700000,135006516,"normal"
"422","221","11",53700000,135006516,"normal"
"423","176","11",53700000,135006516,"normal"
"424","285","11",53700000,135006516,"normal"
"425","266","11",53700000,135006516,"normal"
"426","471","11",53700000,135006516,"normal"
"427","465","11",53700000,135006516,"normal"
"428","322","11",53700000,135006516,"normal"
"429","435","11",53700000,135006516,"normal"
"430","365","11",53700000,135006516,"normal"
"431","466","11",53700000,135006516,"normal"
"432","462","11",53700000,135006516,"normal"
"433","243","11",53700000,135006516,"normal"
"434","315","11",53700000,135006516,"normal"
"435","37","11",53700000,135006516,"normal"
"436","33","11",53700000,135006516,"breakpoint"
"437","75","11",53700000,135006516,"normal"
"438","64","11",53700000,135006516,"normal"
"439","496","11",53700000,135006516,"breakpoint"
"440","109","11",53700000,135006516,"normal"
"441","276","11",53700000,135006516,"breakpoint"
"442","499","11",53700000,135006516,"breakpoint"
"443","318","11",53700000,135006516,"breakpoint"
"444","181","11",53700000,135006516,"normal"
"445","433","11",53700000,135006516,"normal"
"446","454","11",53700000,135006516,"normal"
"447","328","11",53700000,135006516,"normal"
"448","603","11",53700000,135006516,"normal"
"449","417","11",53700000,135006516,"normal"
"450","311","11",53700000,135006516,"breakpoint"
"451","56","11",53700000,135006516,"normal"
"452","307","11",53700000,135006516,"normal"
"453","387","11",53700000,135006516,"breakpoint"
"454","108","11",53700000,135006516,"breakpoint"
"455","207","11",53700000,135006516,"normal"
"456","79","11",53700000,135006516,"normal"
"457","253","11",53700000,135006516,"normal"
"458","164","11",53700000,135006516,"normal"
"459","421","11",53700000,135006516,"normal"
"460","153","11",53700000,135006516,"breakpoint"
"461","167","11",53700000,135006516,"breakpoint"
"462","22","11",53700000,135006516,"normal"
"463","67","11",53700000,135006516,"normal"
"464","382","11",53700000,135006516,"breakpoint"
"465","367","11",53700000,135006516,"normal"
"466","126","11",53700000,135006516,"normal"
"467","345","11",53700000,135006516,"normal"
"468","55","11",53700000,135006516,"normal"
"469","36","11",53700000,135006516,"normal"
"470","31","11",53700000,135006516,"normal"
"471","80","11",53700000,135006516,"normal"
"472","376","11",53700000,135006516,"normal"
"473","160","11",53700000,135006516,"normal"
"474","231","11",53700000,135006516,"normal"
"475","23","11",53700000,135006516,"normal"
"476","279","11",53700000,135006516,"normal"
"477","281","11",53700000,135006516,"normal"
"478","271","11",53700000,135006516,"normal"
"479","334","11",53700000,135006516,"normal"
"480","381","11",53700000,135006516,"normal"
"481","490","11",53700000,135006516,"normal"
"482","98","11",53700000,135006516,"normal"
"483","377","11",53700000,135006516,"normal"
"484","501","11",53700000,135006516,"normal"
"485","407","11",53700000,135006516,"normal"
"486","472","11",53700000,135006516,"normal"
"487","361","11",53700000,135006516,"normal"
"488","511","11",53700000,135006516,"normal"
"489","569","11",53700000,135006516,"normal"
"490","570","11",53700000,135006516,"normal"
"491","564","11",53700000,135006516,"normal"
"492","584","11",53700000,135006516,"normal"
"493","510","11",53700000,135006516,"normal"
"494","566","11",53700000,135006516,"normal"
"495","405","11",53700000,135006516,"normal"
"496","237","11",53700000,135006516,"normal"
"497","125","11",53700000,135006516,"normal"
"498","105","11",53700000,135006516,"normal"
"499","568","11",53700000,135006516,"normal"
"500","578","11",53700000,135006516,"normal"
"501","484","11",53700000,135006516,"normal"
"502","565","11",53700000,135006516,"normal"
"503","340","11",53700000,135006516,"normal"
"504","601","11",53700000,135006516,"normal"
"505","225","11",53700000,135006516,"normal"
"506","344","11",53700000,135006516,"normal"
"507","512","11",53700000,135006516,"normal"
"508","575","11",53700000,135006516,"normal"
"509","486","11",53700000,135006516,"normal"
"510","306","11",53700000,135006516,"normal"
"511","437","11",53700000,135006516,"normal"
"512","450","11",53700000,135006516,"normal"
"513","434","11",53700000,135006516,"normal"
"514","200","11",53700000,135006516,"normal"
"515","288","11",53700000,135006516,"normal"
"516","469","11",53700000,135006516,"normal"
"517","272","11",53700000,135006516,"normal"
"518","463","11",53700000,135006516,"normal"
"519","439","11",53700000,135006516,"normal"
"520","335","11",53700000,135006516,"normal"
"521","453","11",53700000,135006516,"normal"
"522","494","11",53700000,135006516,"normal"
"523","581","11",53700000,135006516,"normal"
"524","585","11",53700000,135006516,"normal"
"525","580","11",53700000,135006516,"normal"
"526","577","11",53700000,135006516,"normal"
"527","386","11",53700000,135006516,"normal"
"528","563","11",53700000,135006516,"normal"
"529","343","11",53700000,135006516,"normal"
"530","398","11",53700000,135006516,"normal"
"531","579","11",53700000,135006516,"normal"
"532","392","11",53700000,135006516,"normal"
"533","416","11",53700000,135006516,"normal"
"534","480","11",53700000,135006516,"normal"
"535","354","11",53700000,135006516,"normal"
"536","347","11",53700000,135006516,"normal"
"537","573","11",53700000,135006516,"normal"
"538","157","11",53700000,135006516,"normal"
"539","422","11",53700000,135006516,"normal"
"540","571","11",53700000,135006516,"normal"
"541","341","11",53700000,135006516,"normal"
"542","582","11",53700000,135006516,"normal"
"543","357","11",53700000,135006516,"normal"
"544","589","11",53700000,135006516,"normal"
"545","489","11",53700000,135006516,"normal"
"546","506","11",53700000,135006516,"normal"
"547","452","11",53700000,135006516,"normal"
"548","406","11",53700000,135006516,"normal"
"549","350","11",53700000,135006516,"normal"
"550","431","11",53700000,135006516,"breakpoint"
"551","61","11",53700000,135006516,"normal"
"552","159","11",53700000,135006516,"normal"
"553","470","11",53700000,135006516,"normal"
"554","516","11",53700000,135006516,"normal"
"555","505","11",53700000,135006516,"normal"
"556","587","11",53700000,135006516,"normal"
"557","586","11",53700000,135006516,"normal"
"558","457","11",53700000,135006516,"normal"
"559","464","11",53700000,135006516,"normal"
"560","88","11",53700000,135006516,"normal"
"561","1","11",53700000,135006516,"breakpoint"
"562","273","11",53700000,135006516,"normal"
"563","42","11",53700000,135006516,"normal"
"564","403","11",53700000,135006516,"normal"
"565","383","11",53700000,135006516,"normal"
"566","509","11",53700000,135006516,"normal"
"567","236","11",53700000,135006516,"normal"
"568","129","11",53700000,135006516,"normal"
"569","111","11",53700000,135006516,"normal"
"570","53","11",53700000,135006516,"normal"
"571","47","11",53700000,135006516,"normal"
"572","69","11",53700000,135006516,"normal"
"573","120","11",53700000,135006516,"normal"
"574","256","11",53700000,135006516,"normal"
"575","454","17",24000000,81195210,"normal"
"576","276","17",24000000,81195210,"breakpoint"
"577","499","17",24000000,81195210,"breakpoint"
"578","318","17",24000000,81195210,"breakpoint"
"579","181","17",24000000,81195210,"normal"
"580","433","17",24000000,81195210,"normal"
"581","376","17",24000000,81195210,"normal"
"582","160","17",24000000,81195210,"normal"
"583","231","17",24000000,81195210,"normal"
"584","23","17",24000000,81195210,"normal"
"585","279","17",24000000,81195210,"normal"
"586","271","17",24000000,81195210,"normal"
"587","334","17",24000000,81195210,"normal"
"588","381","17",24000000,81195210,"normal"
"589","490","17",24000000,81195210,"normal"
"590","98","17",24000000,81195210,"normal"
"591","377","17",24000000,81195210,"normal"
"592","501","17",24000000,81195210,"normal"
"593","407","17",24000000,81195210,"normal"
"594","472","17",24000000,81195210,"normal"
"595","361","17",24000000,81195210,"normal"
"596","511","17",24000000,81195210,"normal"
"597","569","17",24000000,81195210,"normal"
"598","570","17",24000000,81195210,"normal"
"599","564","17",24000000,81195210,"normal"
"600","584","17",24000000,81195210,"normal"
"601","510","17",24000000,81195210,"normal"
"602","566","17",24000000,81195210,"normal"
"603","405","17",24000000,81195210,"normal"
"604","237","17",24000000,81195210,"normal"
"605","125","17",24000000,81195210,"normal"
"606","105","17",24000000,81195210,"normal"
"607","568","17",24000000,81195210,"normal"
"608","578","17",24000000,81195210,"normal"
"609","484","17",24000000,81195210,"normal"
"610","565","17",24000000,81195210,"normal"
"611","340","17",24000000,81195210,"normal"
"612","601","17",24000000,81195210,"normal"
"613","225","17",24000000,81195210,"normal"
"614","344","17",24000000,81195210,"normal"
"615","512","17",24000000,81195210,"normal"
"616","575","17",24000000,81195210,"normal"
"617","486","17",24000000,81195210,"normal"
"618","437","17",24000000,81195210,"normal"
"619","450","17",24000000,81195210,"normal"
"620","434","17",24000000,81195210,"normal"
"621","200","17",24000000,81195210,"normal"
"622","288","17",24000000,81195210,"normal"
"623","469","17",24000000,81195210,"normal"
"624","272","17",24000000,81195210,"normal"
"625","463","17",24000000,81195210,"normal"
"626","439","17",24000000,81195210,"normal"
"627","335","17",24000000,81195210,"normal"
"628","453","17",24000000,81195210,"normal"
"629","494","17",24000000,81195210,"normal"
"630","581","17",24000000,81195210,"normal"
"631","585","17",24000000,81195210,"normal"
"632","580","17",24000000,81195210,"normal"
"633","577","17",24000000,81195210,"normal"
"634","386","17",24000000,81195210,"normal"
"635","563","17",24000000,81195210,"normal"
"636","343","17",24000000,81195210,"normal"
"637","398","17",24000000,81195210,"normal"
"638","579","17",24000000,81195210,"normal"
"639","392","17",24000000,81195210,"normal"
"640","416","17",24000000,81195210,"normal"
"641","480","17",24000000,81195210,"normal"
"642","354","17",24000000,81195210,"normal"
"643","347","17",24000000,81195210,"normal"
"644","573","17",24000000,81195210,"normal"
"645","157","17",24000000,81195210,"normal"
"646","422","17",24000000,81195210,"normal"
"647","571","17",24000000,81195210,"normal"
"648","341","17",24000000,81195210,"normal"
"649","582","17",24000000,81195210,"normal"
"650","357","17",24000000,81195210,"normal"
"651","589","17",24000000,81195210,"normal"
"652","489","17",24000000,81195210,"normal"
"653","506","17",24000000,81195210,"normal"
"654","452","17",24000000,81195210,"normal"
"655","406","17",24000000,81195210,"normal"
"656","350","17",24000000,81195210,"normal"
"657","33","17",24000000,81195210,"breakpoint"
"658","75","17",24000000,81195210,"normal"
"659","64","17",24000000,81195210,"breakpoint"
"660","496","17",24000000,81195210,"breakpoint"
"661","587","17",24000000,81195210,"breakpoint"
"662","586","17",24000000,81195210,"normal"
"663","457","17",24000000,81195210,"breakpoint"
"664","464","17",24000000,81195210,"normal"
"665","88","17",24000000,81195210,"normal"
"666","1","17",24000000,81195210,"normal"
"667","273","17",24000000,81195210,"breakpoint"
"668","328","17",24000000,81195210,"normal"
"669","603","17",24000000,81195210,"breakpoint"
"670","417","17",24000000,81195210,"breakpoint"
"671","311","17",24000000,81195210,"normal"
"672","56","17",24000000,81195210,"normal"
"673","307","17",24000000,81195210,"normal"
"674","387","17",24000000,81195210,"breakpoint"
"675","108","17",24000000,81195210,"breakpoint"
"676","207","17",24000000,81195210,"breakpoint"
"677","79","17",24000000,81195210,"normal"
"678","253","17",24000000,81195210,"normal"
"679","164","17",24000000,81195210,"normal"
"680","421","17",24000000,81195210,"breakpoint"
"681","153","17",24000000,81195210,"breakpoint"
"682","167","17",24000000,81195210,"breakpoint"
